id,title,artist,date,score,link
1079,Bush,Snoop Dogg,2015-05-15,5.0,https://www.youtube.com/watch?v=c2HOlow4F0Y
1080,Dumb Flesh,Blanck Mass,2015-05-15,6.0,https://www.youtube.com/watch?v=qE-RSAy3nZM
1081,Simple Songs,Jim O'Rourke,2015-05-18,6.0,https://www.youtube.com/watch?v=8B4tHaw6Hb4
1082,Sol Invictus,Faith No More,2015-05-19,6.0,https://www.youtube.com/watch?v=RkU0mRFQ2AI
1083,Frozen Niagara Falls,Prurient,2015-05-20,8.0,https://www.youtube.com/watch?v=t0tJhzj29Zc
1084,Blurryface,Twenty One Pilots,2015-05-21,4.0,https://www.youtube.com/watch?v=LO9MLBfOb9c
1085,Ratchet,Shamir,2015-05-22,5.0,https://www.youtube.com/watch?v=mnZbtlbBPT8
1086,Days With Dr. Yen Lo,Dr. Yen Lo,2015-05-25,6.0,https://www.youtube.com/watch?v=YHwE4pMld1c
1087,Painted Shut,Hop Along,2015-05-27,8.0,https://www.youtube.com/watch?v=cSg87drcKlw
1088,Why Make Sense?,Hot Chip,2015-05-31,6.0,https://www.youtube.com/watch?v=nPP1YYoNNAo
1089,At. Long. Last. A$AP,A$AP Rocky,2015-06-02,5.0,https://www.youtube.com/watch?v=Yx9J4diol8s
1090,Multi-Love,Unknown Mortal Orchestra,2015-06-03,8.0,https://www.youtube.com/watch?v=615xR8TVbn4
1091,Surf,Donnie Trumpet & the Social Experiment,2015-06-04,4.0,https://www.youtube.com/watch?v=XuGxAHOUyIw
1092,Algiers,Algiers,2015-06-04,8.0,https://www.youtube.com/watch?v=8V0L9Sv18TE
1093,Mutilator Defeated At Last,Thee Oh Sees,2015-06-05,6.0,https://www.youtube.com/watch?v=f8Cl5FgMsKY
1094,In Colour,Jamie xx,2015-06-07,7.0,https://www.youtube.com/watch?v=2fa2GpSFAJ4
1095,Universal Themes,Sun Kil Moon,2015-06-09,6.0,https://www.youtube.com/watch?v=iUnCdrJFfy0
1096,Drones,Muse,2015-06-10,5.0,https://www.youtube.com/watch?v=QGS7Med4jsA
1097,"How Big, How Blue, How Beautiful",Florence + The Machine,2015-06-11,7.0,https://www.youtube.com/watch?v=7jKEYrJTVQI
1098,Luminiferous,High On Fire,2015-06-12,8.0,https://www.youtube.com/watch?v=qoxjzGypOAA
1099,32 Zel / Planet Shrooms,Denzel Curry,2015-06-15,6.0,https://www.youtube.com/watch?v=ZzqZViemU9Q
1100,Lantern,Hudson Mohawke,2015-06-17,5.0,https://www.youtube.com/watch?v=oN6a23b1MrI
1101,GUUD,Ash Koosha,2015-06-18,8.0,https://www.youtube.com/watch?v=QvnsZyoxXjY
1102,Pale Horses,mewithoutYou,2015-06-19,5.0,https://www.youtube.com/watch?v=sxqtYnLxU0E
1103,Success,KEN mode,2015-06-21,8.0,https://www.youtube.com/watch?v=sS6l2zUu3B8
1104,The Beyond / Where the Giants Roam,Thundercat,2015-06-23,6.0,https://www.youtube.com/watch?v=OmCh25XgF9A
1105,Third Side of Tape,Lil Ugly Mane,2015-06-24,8.0,https://www.youtube.com/watch?v=N4N5E0yp2EA
1106,Summertime 06,Vince Staples,2015-06-25,6.0,https://www.youtube.com/watch?v=q0Flm7jwj0A
1107,Every Hero Needs A Villain,Czarface,2015-06-26,8.0,https://www.youtube.com/watch?v=94U3CZxIsyA
1108,Everybody Is Going To Heaven,Citizen,2015-06-26,3.0,https://www.youtube.com/watch?v=eF0CZ1ldn0Q
1109,Payola,Desaparecidos,2015-06-30,5.0,https://www.youtube.com/watch?v=OZEDRusC7Cw
1110,"God, Money, War",King Los,2015-07-01,6.0,https://www.youtube.com/watch?v=Jx1MaLRuVPo
1111,Freedom!,Refused,2015-07-02,4.0,https://www.youtube.com/watch?v=wkvfJbW31Pg
1112,Dreams Worth More Than Money,Meek Mill,2015-07-03,7.0,https://www.youtube.com/watch?v=XfiJ9qQxsA0
1113,Wildheart,Miguel,2015-07-06,5.0,https://www.youtube.com/watch?v=7ZXiqlTUHUY
1114,Ego Death,The Internet,2015-07-09,5.0,https://www.youtube.com/watch?v=DjLOULyrVZs
1115,Free Weezy Album,Lil Wayne,2015-07-10,4.0,https://www.youtube.com/watch?v=UabYjGe6xSo
1116,Currents,Tame Impala,2015-07-14,7.0,https://www.youtube.com/watch?v=_ASR7i5RPKM
1117,Get to Heaven,Everything Everything,2015-07-15,8.0,https://www.youtube.com/watch?v=HF9GqC65Wjo
1118,Magnifique,Ratatat,2015-07-16,7.0,https://www.youtube.com/watch?v=V6cbfRfO67s
1119,Born In the Echoes,The Chemical Brothers,2015-07-21,7.0,https://www.youtube.com/watch?v=nKdHpRBMsG8
1120,DS2,Future,2015-07-21,6.0,https://www.youtube.com/watch?v=ql4NIKTPJOQ
1121,"Fingers, Bank Pads & Shoeprints",RP Boo,2015-07-22,7.0,https://www.youtube.com/watch?v=3mw44LC6w08
1122,Corpo-Mente,Corpo-Mente,2015-07-23,7.0,https://www.youtube.com/watch?v=znNz2yNBfUo
1123,Innocent Country,Quelle Chris,2015-07-24,7.0,https://www.youtube.com/watch?v=3rSfhouI9oQ
1124,Live From the Dentist Office,Injury Reserve,2015-07-27,8.0,https://www.youtube.com/watch?v=ew8Sfrvob2Y
1125,Pound Syndrome,Hopsin,2015-07-28,3.0,https://www.youtube.com/watch?v=_exc0-Ah5sU
1126,Key Markets,Sleaford Mods,2015-07-29,8.0,https://www.youtube.com/watch?v=nzBorXsYJlc
1127,The Most Lamentable Tragedy,Titus Andronicus,2015-07-30,4.0,https://www.youtube.com/watch?v=JiMbWIN811g
1128,Another One,Mac DeMarco,2015-07-31,7.0,https://www.youtube.com/watch?v=qVzscNOR2NQ
1129,Star Wars,Wilco,2015-08-03,6.0,https://www.youtube.com/watch?v=QPH3sIULI30
1130,Suicide Euphoria,Pissgrave,2015-08-04,7.0,https://www.youtube.com/watch?v=uSLzYLdocHY
1131,Blood,Lianne La Havas,2015-08-05,8.0,https://www.youtube.com/watch?v=Emyn3FF_V18
1132,Butter Fly,Lee Scott,2015-08-06,6.0,https://www.youtube.com/watch?v=WR8zJeHPIXI
1133,Professional Rapper,Lil Dicky,2015-08-07,2.0,https://www.youtube.com/watch?v=swQI_FNyS6M
1134,Abyss,Chelsea Wolfe,2015-08-10,8.0,https://www.youtube.com/watch?v=xCwJfkGdaFo
1135,Compton,Dr. Dre,2015-08-11,7.0,https://www.youtube.com/watch?v=RhDd_G4nGZ0
1136,Holographic Violence,Grave Babies,2015-08-11,6.0,https://www.youtube.com/watch?v=b3wTyu80eVM
1137,The Anthropocene Extinction,Cattle Decapitation,2015-08-13,8.0,https://www.youtube.com/watch?v=0dc-pNv6gwA
1138,M3LL155X,FKA twigs,2015-08-14,9.0,https://www.youtube.com/watch?v=Sn9tZQPLxaE
1139,Death Magic,Health,2015-08-17,5.0,https://www.youtube.com/watch?v=sOt6TERBG-g
1140,Wave[s],Mick Jenkins,2015-08-17,6.0,https://www.youtube.com/watch?v=iphA405OvIU
1141,Meliora,Ghost,2015-08-18,9.0,https://www.youtube.com/watch?v=NTyqliFaMbk
1142,Depression Cherry,Beach House,2015-08-21,6.0,https://www.youtube.com/watch?v=bNSgWqhyTfc
1143,Emotion,Carly Rae Jepsen,2015-08-24,7.0,https://www.youtube.com/watch?v=-uzLOwBzevU
1144,Beauty Behind the Madness,The Weeknd,2015-08-26,5.0,https://www.youtube.com/watch?v=ceGwAb1HiAY
1145,Kunk,Dope Body,2015-08-26,7.0,https://www.youtube.com/watch?v=jjORabLD8Y0
1146,Poison Season,Destroyer,2015-08-28,8.0,https://www.youtube.com/watch?v=MOAxsCaBaU4
1147,The Expanding Flower Planet,Deradoorian,2015-09-01,6.0,https://www.youtube.com/watch?v=wrEf-GoWq54
1148,Ygg Huur,Krallice,2015-09-03,6.0,https://www.youtube.com/watch?v=afa0WF6Ln44
1149,What Went Down,Foals,2015-09-03,5.0,https://www.youtube.com/watch?v=GI6S--qXc2M
1150,Miley Cyrus and Her Dead Petz,Miley Cyrus,2015-09-04,1.0,https://www.youtube.com/watch?v=4J4GjCE_KPw
1151,Rodeo,Travis Scott,2015-09-07,8.0,https://www.youtube.com/watch?v=q6t5wV7xmVM
1152,Invite the Light,Dam-Funk,2015-09-08,7.0,https://www.youtube.com/watch?v=CTgwX9ZbsCs
1153,The Book of Souls,Iron Maiden,2015-09-09,6.0,https://www.youtube.com/watch?v=bS3S9siJqdc
1154,No Closer To Heaven,The Wonder Years,2015-09-10,5.0,https://www.youtube.com/watch?v=75rHMYjYs-c
1155,Too,FIDLAR,2015-09-11,4.0,https://www.youtube.com/watch?v=dZNbP2WerLA
1156,90059,Jay Rock,2015-09-15,6.0,https://www.youtube.com/watch?v=P5chMXYVv1g
1157,M,Myrkur,2015-09-15,6.0,https://www.youtube.com/watch?v=zfnPiWbGacg
1158,Sonic Ranch,Whitey Morgan and the 78's,2015-09-16,7.0,https://www.youtube.com/watch?v=mnD2O7RsqcY
1159,Anthems For Doomed Youth,The Libertines,2015-09-16,6.0,https://www.youtube.com/watch?v=iu3A2oobvDI
1160,La Di Da Di,Battles,2015-09-17,6.0,https://www.youtube.com/watch?v=EbBnSnO_f0s
1161,Evermore: The Art of Duality,The Underachievers,2015-09-21,8.0,https://www.youtube.com/watch?v=0YXDSg3PmzY
1162,GO:OD AM,Mac Miller,2015-09-22,7.0,https://www.youtube.com/watch?v=dTf9UyRFMI8
1163,Honeymoon,Lana Del Rey,2015-09-23,5.0,https://www.youtube.com/watch?v=VeJkVOFZfsk
1164,Sun Coming Down,Ought,2015-09-25,8.0,https://www.youtube.com/watch?v=5tkJ1fjgmSI
1165,Have You In My Wilderness,Julia Holter,2015-09-28,9.0,https://www.youtube.com/watch?v=PTNTqWto9yA
1166,Back On Top,The Front Bottoms,2015-09-29,6.0,https://www.youtube.com/watch?v=A1z6FLD8yCo
1167,So the Flies Don't Come,milo,2015-09-30,8.0,https://www.youtube.com/watch?v=Cu4vSPiwoQw
1168,New Bermuda,Deafheaven,2015-10-01,6.0,https://www.youtube.com/watch?v=yE60qIXvHYg
1169,Slaves Beyond Death,Black Breath,2015-10-04,6.0,https://www.youtube.com/watch?v=BrYKiJM8Cx8
1171,Fetty Wap,Fetty Wap,2015-10-05,5.0,https://www.youtube.com/watch?v=aNVJtxegMJo
1172,B'lieve I'm Goin Down...,Kurt Vile,2015-10-06,6.0,https://www.youtube.com/watch?v=hDBXZOCsZKI
1173,V,Wavves,2015-10-07,4.0,https://www.youtube.com/watch?v=Db-XqhdOaE8
1174,Caracal,Disclosure,2015-10-08,6.0,https://www.youtube.com/watch?v=euPwooYyB-I
1175,Self Portrait,Loma Prieta,2015-10-09,7.0,https://www.youtube.com/watch?v=TdwoYwB_0hk
1176,The Documentary 2,The Game,2015-10-10,6.0,https://www.youtube.com/watch?v=KfSSnCZCIqk
1177,Beach Music,Alex G,2015-10-14,6.0,https://www.youtube.com/watch?v=ZLd80ase-GE
1178,Music Complete,New Order,2015-10-15,6.0,https://www.youtube.com/watch?v=jBXlxCnGXks
1179,Every Open Eye,CHVRCHES,2015-10-16,5.0,https://www.youtube.com/watch?v=y8JUeP3ODic
1180,Harmlessness,The World Is a Beautiful Place,2015-10-18,7.0,https://www.youtube.com/watch?v=3e_yNhZMXMU
1181,VEGA INTL. Night School,Neon Indian,2015-10-20,7.0,https://www.youtube.com/watch?v=bSF5oUGtqqs
1182,Thank Your Lucky Stars,Beach House,2015-10-21,5.0,https://www.youtube.com/watch?v=5yl6jZ0Ac0o
1183,It's Better This Way,Big K.R.I.T.,2015-10-22,5.0,https://www.youtube.com/watch?v=_ygkBblLHTE
1184,Fading Frontier,Deerhunter,2015-10-22,6.0,https://www.youtube.com/watch?v=nPtocY4kuLw
1185,All We Need,Raury,2015-10-24,5.0,https://www.youtube.com/watch?v=HJr7UTqO2Q0
1186,The Documentary 2.5,The Game,2015-10-26,8.0,https://www.youtube.com/watch?v=tvavZJRfxH8
1187,Halfway,Uncommon Nasa,2015-10-26,7.0,https://www.youtube.com/watch?v=ChDzL7bpI3M
1188,Divers,Joanna Newsom,2015-10-27,8.0,https://www.youtube.com/watch?v=GasAQC2TVcA
1189,General Admission,Machine Gun Kelly,2015-10-28,3.0,https://www.youtube.com/watch?v=afMOGoaN47o
1190,The Agent Intellect,Protomartyr,2015-10-29,7.0,https://www.youtube.com/watch?v=B8b-IAwaudA
1191,Disharmony,Twitching Tongues,2015-10-30,3.0,https://www.youtube.com/watch?v=PC1_k2jhCTk
1192,Late Knight Special,Kirk Knight,2015-11-02,5.0,https://www.youtube.com/watch?v=DN7WJIVXX-M
1193,Dealer,Foxing,2015-11-02,3.0,https://www.youtube.com/watch?v=eq5naPgB3k8
1194,Chinese Nü Yr,Iglooghost,2015-11-03,8.0,https://www.youtube.com/watch?v=c4ehpj0Yk9E
1195,Bad Neighbor,M.E.D. Blu and Madlib,2015-11-04,4.0,https://www.youtube.com/watch?v=ZcpAk1pu7MM
1196,Autumn Eternal,Panopticon,2015-11-05,8.0,https://www.youtube.com/watch?v=IvKLOel4jhg
1197,Teens of Style,Car Seat Headrest,2015-11-06,7.0,https://www.youtube.com/watch?v=LiMbXbv2nI4
1198,Art Angels,Grimes,2015-11-09,7.0,https://www.youtube.com/watch?v=bRDENHaT2lI
1199,Exhausting Fire,Kylesa,2015-11-11,7.0,https://www.youtube.com/watch?v=hVjTEGUsl_w
1200,"And After That, We Didn't Talk",GoldLink,2015-11-13,2.0,https://www.youtube.com/watch?v=2eRDcCJFhX0
1201,Behold.Total.Rejection,Revenge,2015-11-16,6.0,https://www.youtube.com/watch?v=tqsAhkiDVW4
1202,Haha,The Garden,2015-11-16,5.0,https://www.youtube.com/watch?v=Y65MsRxYYAs
1203,The Incredible True Story,Logic,2015-11-17,6.0,https://www.youtube.com/watch?v=WyLYH0s9rHM
1204,Purpose,Justin Bieber,2015-11-18,5.0,https://www.youtube.com/watch?v=p0Mf2bOioec
1205,The Miraculous,Anna von Hausswolff,2015-11-19,6.0,https://www.youtube.com/watch?v=Aj7zSILtOYg
1206,Paper Mâché Dream Balloon,King Gizzard & the Lizard Wizard,2015-11-20,7.0,https://www.youtube.com/watch?v=PlXuagqoP5I
1207,Free TC,Ty Dolla $ign,2015-11-22,6.0,https://www.youtube.com/watch?v=nL5cIxUHwG8
1208,25,Adele,2015-11-23,7.0,https://www.youtube.com/watch?v=kBBMds9cP6Y
1209,Shadow of a Doubt,Freddie Gibbs,2015-11-24,7.0,https://www.youtube.com/watch?v=CfthjMEdEm8
1210,Mutant,Arca,2015-11-25,6.0,https://www.youtube.com/watch?v=5mBj9dN-8Po
1212,Kannon,Sunn o))),2015-12-02,6.0,https://www.youtube.com/watch?v=pNlMZ7FIz8o
1213,Skid Row,James Ferraro,2015-12-03,4.0,https://www.youtube.com/watch?v=cICwHv2Pn-g
1214,Speedin' Bullet To Heaven,Kid Cudi,2015-12-05,0.0,https://www.youtube.com/watch?v=CJDcbwpsjU0
1215,A Head Full of Dreams,Coldplay,2015-12-10,5.0,https://www.youtube.com/watch?v=twoje8x5-R4
1216,Time & Materials,Cavanaugh,2015-12-11,6.0,https://www.youtube.com/watch?v=B184impG_HQ
1217,When it's Dark Out,G-Eazy,2015-12-11,4.0,https://www.youtube.com/watch?v=nuxmYZM4wOA
1218,A New Place 2 Drown,Archy Marshall,2015-12-14,4.0,https://www.youtube.com/watch?v=aPS63VGQ8Bk
1219,The Things We Do To Find People Who Feel Like Us,Beach Slang,2015-12-16,7.0,https://www.youtube.com/watch?v=Djrg-_jfGis
1220,Stretch Music,Christian Scott aTunde Adjuah,2015-12-17,7.0,https://www.youtube.com/watch?v=DHaaMg8Owl0
1221,Ardipithecus,Willow Smith,2015-12-18,3.0,https://www.youtube.com/watch?v=Numr-bT7e6w
1222,King Push – Darkest Before Dawn: The Prelude,Pusha T,2015-12-19,7.0,https://www.youtube.com/watch?v=Oi-8UNm9d7U
1223,Purple,Baroness,2015-12-19,8.0,https://www.youtube.com/watch?v=82-PFGvojgU
1230,Tell Me I'm Pretty,Cage the Elephant,2016-01-05,6.0,https://www.youtube.com/watch?v=-mQ5Rj2pyKM
1231,Hyperion,Krallice,2016-01-06,7.0,https://www.youtube.com/watch?v=kXv60xh04aA
1232,Oblivion Access,Lil Ugly Mane,2016-01-07,5.0,https://www.youtube.com/watch?v=JEWru_PBRoc
1233,At Least For Now,Benjamin Clementine,2016-01-11,7.0,https://www.youtube.com/watch?v=cS0bI-chYN8
1234,Blackstar,David Bowie,2016-01-12,9.0,https://www.youtube.com/watch?v=AZD9mJ_yGIQ
1235,Leave Me Alone,Hinds,2016-01-13,6.0,https://www.youtube.com/watch?v=3EhF9CZmPHs
1236,Los Suicidas,Meridian Brothers,2016-01-14,7.0,https://www.youtube.com/watch?v=uNb39wzdP9U
1237,AQU?RIA,Boots,2016-01-15,6.0,https://www.youtube.com/watch?v=7HGvtP1so68
1238,Emotional Mugger,Ty Segall,2016-01-18,8.0,https://www.youtube.com/watch?v=CvPp5zP6ybA
1239,Malibu,Anderson .Paak,2016-01-19,7.0,https://www.youtube.com/watch?v=Kr_akDq7CMY
1240,Jesu / Sun Kil Moon,Jesu / Sun Kil Moon,2016-01-20,6.0,https://www.youtube.com/watch?v=3lTOkT7BaD4
1241,Not To Disappear,Daughter,2016-01-21,3.0,https://www.youtube.com/watch?v=YFQvT0-mefs
1242,Adore Life,Savages,2016-01-22,6.0,https://www.youtube.com/watch?v=wzI3LfeUGRw
1243,Dystopia,Megadeth,2016-01-26,4.0,https://www.youtube.com/watch?v=MYpS04XovqU
1244,Paradise,Pop. 1280,2016-01-28,8.0,https://www.youtube.com/watch?v=VhZH6xAzlY8
1245,Moth,Chairlift,2016-01-29,7.0,https://www.youtube.com/watch?v=NkEYtSa44z4
1246,Ritual Spirit,Massive Attack,2016-01-29,8.0,https://www.youtube.com/watch?v=yRQ1QZs7Q0w
1247,ANTI,Rihanna,2016-02-01,4.0,https://www.youtube.com/watch?v=-s-U06o04KA
1248,Hymns,Bloc Party,2016-02-03,6.0,https://www.youtube.com/watch?v=tKXfLbBmYlo
1249,Is The Is Are,DIIV,2016-02-04,6.0,https://www.youtube.com/watch?v=2RokOnZwjWc
1250,EVOL,Future,2016-02-09,6.0,https://www.youtube.com/watch?v=M082_esTTsc
1251,Majid Jordan,Majid Jordan,2016-02-10,4.0,https://www.youtube.com/watch?v=C3MiVqatUl0
1252,The Ghosts of Highway 20,Lucinda Williams,2016-02-12,6.0,https://www.youtube.com/watch?v=oZCWposs7do
1253,The Life of Pablo,Kanye West,2016-02-15,6.0,https://www.youtube.com/watch?v=hm7jy9HNl3w
1254,Pool,Porches,2016-02-17,5.0,https://www.youtube.com/watch?v=zVlcqnrWUT8
1255,Painting With,Animal Collective,2016-02-18,5.0,https://www.youtube.com/watch?v=UfpcP9JIxqo
1256,99 Cents,Santigold,2016-02-22,7.0,https://www.youtube.com/watch?v=Bn_CTDEucco
1257,Nevermen,Nevermen,2016-02-23,7.0,https://www.youtube.com/watch?v=s7a8WB6lvHI
1258,Ultimate Care II,Matmos,2016-02-25,8.0,https://www.youtube.com/watch?v=orERYdw_JsU
1259,Warlord,Yung Lean,2016-02-28,3.0,https://www.youtube.com/watch?v=KoTfcR2QKGs
1260,This Unruly Mess I've Made,Macklemore & Ryan Lewis,2016-03-01,6.0,https://www.youtube.com/watch?v=4fVUAWDmvUw
1261,Vroom Vroom,Charli XCX,2016-03-02,8.0,https://www.youtube.com/watch?v=bLmPfVNEbYM
1262,Life of Pause,Wild Nothing,2016-03-03,5.0,https://www.youtube.com/watch?v=aZc8DokL7PI
1263,Before A Million Universes,Big Ups,2016-03-04,8.0,https://www.youtube.com/watch?v=ihEG6ut9bWU
1264,"I Like It When You Sleep, for You Are So Beautiful Yet So Unaware of It",The 1975,2016-03-09,4.0,https://www.youtube.com/watch?v=zyVECdLF2pc
1265,The Terrible Tales of Scurvy Jones,Mr. Yote,2016-03-09,7.0,https://www.youtube.com/watch?v=J3dF8yhnsu0
1266,Spirit Phone,Lemon Demon,2016-03-10,8.0,https://www.youtube.com/watch?v=Ln4zXfzJX3I
1267,Too High To Riot,Bas,2016-03-11,5.0,https://www.youtube.com/watch?v=adbXzyNy2lk
1268,Värähtelijä,Oranssi Pazuzu,2016-03-14,7.0,https://www.youtube.com/watch?v=avUPRabkegM
1269,3001: A Laced Odyssey,Flatbush Zombies,2016-03-15,6.0,https://www.youtube.com/watch?v=pZzjXiRUDHw
1270,Imperial,Denzel Curry,2016-03-16,8.0,https://www.youtube.com/watch?v=VStEfKTZd18
1271,Post-Pop Depression,Iggy Pop,2016-03-17,7.0,https://www.youtube.com/watch?v=u_sQjEc8--c
1272,Feelin' Kinda Free,The Drones,2016-03-18,8.0,https://www.youtube.com/watch?v=O-Q6A-xxPlY
1273,Aa,Baauer,2016-03-22,6.0,https://www.youtube.com/watch?v=huLP9XM5bok
1274,One Day You Will Ache Like I Ache,The Body and Full of Hell,2016-03-23,7.0,https://www.youtube.com/watch?v=cGmrG1JAYaQ
1275,Made In the Manor,Kano,2016-03-24,7.0,https://www.youtube.com/watch?v=qVG21PSiNKA
1276,Mind of Mine,Zayn,2016-03-29,4.0,https://www.youtube.com/watch?v=tdGi7dP5zwg
1277,IV,Black Mountain,2016-03-30,7.0,https://www.youtube.com/watch?v=AYfYvYdlxmc
1278,Genesis,Domo Genesis,2016-04-02,4.0,https://www.youtube.com/watch?v=jodE2aQpwNw
1279,Weezer (The White Album),Weezer,2016-04-05,8.0,https://www.youtube.com/watch?v=TJNRymZmcfY
1280,I AKA I,Ash Koosha,2016-04-06,6.0,https://www.youtube.com/watch?v=5aJQIfMufns
1281,The Wilderness,Explosions In the Sky,2016-04-07,4.0,https://www.youtube.com/watch?v=Q7PJ9zTAqQQ
1282,Hella Personal Film Festival,Open Mike Eagle & Paul White,2016-04-08,7.0,https://www.youtube.com/watch?v=zfDFz8OmgzE
1283,BBF (Hosted by DJ Escrow),Babyfather,2016-04-12,6.0,https://www.youtube.com/watch?v=ollymEkLEyk
1284,Metal Resistance,Babymetal,2016-04-12,6.0,https://www.youtube.com/watch?v=GlAsfhqp7E8
1285,Love Streams,Tim Hecker,2016-04-13,5.0,https://www.youtube.com/watch?v=fn6CgvrVAmw
1286,Gore,Deftones,2016-04-14,4.0,https://www.youtube.com/watch?v=bfsooZS6v50
1287,Human Performance,Parquet Courts,2016-04-15,7.0,https://www.youtube.com/watch?v=vruPJVIfa2s
1288,JUNK,M83,2016-04-17,3.0,https://www.youtube.com/watch?v=LpX2hzik6Rw
1289,The Hope Six Demolition Project,PJ Harvey,2016-04-18,7.0,https://www.youtube.com/watch?v=RgzSqtBoP2Y
1290,Sleep Cycle,Deakin,2016-04-19,7.0,https://www.youtube.com/watch?v=bRXD2P6UV7M
1291,A Sailor's Guide To Earth,Sturgill Simpson,2016-04-26,8.0,https://www.youtube.com/watch?v=h_vuv0Oq6jQ
1292,Always Strive And Prosper,A$AP Ferg,2016-04-26,2.0,https://www.youtube.com/watch?v=fkZ_8Zvy9Y0
1293,LEMONADE,Beyoncé,2016-04-27,8.0,https://www.youtube.com/watch?v=mkUxFB6jbDc
1294,Plays the Music of Twin Peaks,Xiu Xiu,2016-04-29,9.0,https://www.youtube.com/watch?v=SdfSu2LKucs
1295,Views,Drake,2016-05-02,4.0,https://www.youtube.com/watch?v=4_U0dGWBHyY
1296,Nonagon Infinity,King Gizzard & the Lizard Wizard,2016-05-05,8.0,https://www.youtube.com/watch?v=NGUVt3g2J7I
1297,The Impossible Kid,Aesop Rock,2016-05-06,8.0,https://www.youtube.com/watch?v=kTqcOApCL8M
1298,Bottomless Pit,Death Grips,2016-05-09,9.0,https://www.youtube.com/watch?v=IQjPWxS59rA
1299,A Moon Shaped Pool,Radiohead,2016-05-10,8.0,https://www.youtube.com/watch?v=S35v1xtzdbk
1300,Terminal Redux,Vektor,2016-05-11,8.0,https://www.youtube.com/watch?v=f54M6_5201I
1301,The Colour In Anything,James Blake,2016-05-12,5.0,https://www.youtube.com/watch?v=WOCe4jXeDcY
1302,Konnichiwa,Skepta,2016-05-13,7.0,https://www.youtube.com/watch?v=SDvIm8A9_-I
1303,Pleiades' Dust,Gorguts,2016-05-16,8.0,https://www.youtube.com/watch?v=MCAtnOD59Rw
1304,Hopelessness,ANOHNI,2016-05-17,6.0,https://www.youtube.com/watch?v=Ml54onIX-LU
1305,99.9%,Kaytranada,2016-05-19,6.0,https://www.youtube.com/watch?v=lgnyb1PGcWk
1306,Nattesferd,Kvelertak,2016-05-20,6.0,https://www.youtube.com/watch?v=kgTq2cC2kUM
1307,Holy Ghost,Modern Baseball,2016-05-23,7.0,https://www.youtube.com/watch?v=508UImyIFu0
1308,Teens of Denial,Car Seat Headrest,2016-05-24,8.0,https://www.youtube.com/watch?v=73Kl42LqEqM
1309,Strangers,Marissa Nadler,2016-05-25,8.0,https://www.youtube.com/watch?v=EEyuuVLuElc
1310,Jumalten Aika,Moonsorrow,2016-05-27,8.0,https://www.youtube.com/watch?v=iEO6FWFByFY
1311,The Dream Is Over,PUP,2016-05-30,6.0,https://www.youtube.com/watch?v=190SH2l-ulk
1312,Skin,Flume,2016-06-02,5.0,https://www.youtube.com/watch?v=eImoMBuxLyk
1313,There's Alot Going On,Vic Mensa,2016-06-07,5.0,https://www.youtube.com/watch?v=Ar0B5Qcpqgc
1314,Tempo,Olga Bell,2016-06-08,7.0,https://www.youtube.com/watch?v=cAUErg7-dGg
1315,Black Terry Cat,Xenia Rubinos,2016-06-11,8.0,https://www.youtube.com/watch?v=DVcxvDjmL3E
1322,Still Brazy,YG,2016-06-20,8.0,https://www.youtube.com/watch?v=-R0ZrESv178
1323,You Will Never Be One of Us,Nails,2016-06-21,8.0,https://www.youtube.com/watch?v=ETXH-YdlXUE
1324,The Human Condition,Jon Bellion,2016-06-22,5.0,https://www.youtube.com/watch?v=ddkcwXO8Wk4
1325,Wriggle,clipping.,2016-06-23,7.0,https://www.youtube.com/watch?v=ziYDeoP0ai8
1326,The Glowing Man,Swans,2016-06-24,9.0,https://www.youtube.com/watch?v=tZv3A6_wxrI
1327,The Getaway,Red Hot Chili Peppers,2016-06-28,5.0,https://www.youtube.com/watch?v=osgQqOgJGtw
1328,Peach Panther,RiFF RAFF,2016-06-29,4.0,https://www.youtube.com/watch?v=7A3P3bGcC8c
1329,case / lang / veirs,case / lang / veirs,2016-06-30,7.0,https://www.youtube.com/watch?v=_PXWBSJGAag
1330,Freetown Sound,Blood Orange,2016-07-04,6.0,https://www.youtube.com/watch?v=SCJ57ntrIQQ
1331,Wildflower,The Avalanches,2016-07-08,7.0,https://www.youtube.com/watch?v=jV4EmFzc47A
1332,The Magic,Deerhoof,2016-07-11,7.0,https://www.youtube.com/watch?v=6k5bkCY0ims
1333,City Sun Eater in the River of Light,Woods,2016-07-12,7.0,https://www.youtube.com/watch?v=LKQqAr4D9Qg
1334,IV,BADBADNOTGOOD,2016-07-15,7.0,https://www.youtube.com/watch?v=uw9gtldMQfs
1335,Blank Face,ScHoolboy Q,2016-07-16,5.0,https://www.youtube.com/watch?v=T0TQ5e75qx8
1336,32 Levels,Clams Casino,2016-07-18,7.0,https://www.youtube.com/watch?v=T8awRqOAZMc
1337,Handshakes With Snakes,Apathy,2016-07-19,7.0,https://www.youtube.com/watch?v=wk0nPWE6wfY
1338,Scum With Boundaries,The I.L.Y's,2016-07-21,8.0,https://www.youtube.com/watch?v=wuXJWdS9vNc
1339,The Bride,Bat For Lashes,2016-07-22,5.0,https://www.youtube.com/watch?v=3OzfNaYcoVo
1340,Summer Songs 2,Lil Yachty,2016-07-25,5.0,https://www.youtube.com/watch?v=Cqf5i2t2Hkw
